[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[211.867] I: Pausing for undefinedms
[211.868] I: Pausing for undefinedms
[211.87] I: Pausing for undefinedms
[211.871] I: Pausing for undefinedms
[211.872] I: Pausing for undefinedms
[211.873] I: Pausing for undefinedms
[211.875] I: Pausing for undefinedms
[211.876] I: Pausing for undefinedms
[211.877] I: Pausing for undefinedms
[211.878] I: Pausing for undefinedms
[211.88] I: Pausing for undefinedms
[211.881] I: Pausing for undefinedms
[211.882] I: Pausing for undefinedms
[211.883] I: Pausing for undefinedms
[211.885] I: Pausing for undefinedms
[211.886] I: Pausing for undefinedms
[211.887] I: Pausing for undefinedms
[211.888] I: Pausing for undefinedms
[211.889] I: Pausing for undefinedms
[211.891] I: Pausing for undefinedms
[211.892] I: Pausing for undefinedms
[211.893] I: Pausing for undefinedms
[211.894] I: Pausing for undefinedms
[211.896] I: Pausing for undefinedms
[211.897] I: Pausing for undefinedms
[211.898] I: Pausing for undefinedms
[211.898] I: Pausing for undefinedms
[211.899] I: Pausing for undefinedms
[211.901] I: Pausing for undefinedms
[211.902] I: Pausing for undefinedms
[211.903] I: Pausing for undefinedms
[211.904] I: Pausing for undefinedms
[211.906] I: Pausing for undefinedms
[211.907] I: Pausing for undefinedms
[211.908] I: Pausing for undefinedms
[211.909] I: Pausing for undefinedms
[211.91] I: Pausing for undefinedms
[211.912] I: Pausing for undefinedms
[211.913] I: Pausing for undefinedms
[211.914] I: Pausing for undefinedms
[211.915] I: Pausing for undefinedms
[211.917] I: Pausing for undefinedms
[211.918] I: Pausing for undefinedms
[211.919] I: Pausing for undefinedms
[211.92] I: Pausing for undefinedms
[211.922] I: Pausing for undefinedms
[211.923] I: Pausing for undefinedms
[211.924] I: Pausing for undefinedms
[211.925] I: Pausing for undefinedms
[211.926] I: Pausing for undefinedms
[211.928] I: Pausing for undefinedms
[211.929] I: Pausing for undefinedms
[211.93] I: Pausing for undefinedms
[211.931] I: Pausing for undefinedms
[211.932] I: Pausing for undefinedms
[211.934] I: Pausing for undefinedms
[211.935] I: Pausing for undefinedms
[211.936] I: Pausing for undefinedms
[211.937] I: Pausing for undefinedms
[211.938] I: Pausing for undefinedms
[211.94] I: Pausing for undefinedms
[211.941] I: Pausing for undefinedms
[211.942] I: Pausing for undefinedms
[211.943] I: Pausing for undefinedms
[211.944] I: Pausing for undefinedms
[211.946] I: Pausing for undefinedms
[211.947] I: Pausing for undefinedms
[211.948] I: Pausing for undefinedms
[211.949] I: Pausing for undefinedms
[211.95] I: Pausing for undefinedms
[211.952] I: Pausing for undefinedms
[211.953] I: Pausing for undefinedms
[211.954] I: Pausing for undefinedms
[211.955] I: Pausing for undefinedms
[211.956] I: Pausing for undefinedms
[211.958] I: Pausing for undefinedms
[211.959] I: Pausing for undefinedms
[211.96] I: Pausing for undefinedms
[211.961] I: Pausing for undefinedms
[211.963] I: Pausing for undefinedms
[211.964] I: Pausing for undefinedms
[211.965] I: Pausing for undefinedms
[211.966] I: Pausing for undefinedms
[211.967] I: Pausing for undefinedms
[211.968] I: Pausing for undefinedms
[211.969] I: Pausing for undefinedms
[211.97] I: Pausing for undefinedms
[211.971] I: Pausing for undefinedms
[211.972] I: Pausing for undefinedms
[211.973] I: Pausing for undefinedms
[211.976] I: Pausing for undefinedms
[211.976] I: Pausing for undefinedms
[211.979] I: Pausing for undefinedms
[211.981] I: Pausing for undefinedms
[211.982] I: Pausing for undefinedms
[211.984] I: Pausing for undefinedms
[211.985] I: Pausing for undefinedms
[211.986] I: Pausing for undefinedms
[211.987] I: Pausing for undefinedms
[211.989] I: Pausing for undefinedms
[211.99] I: Pausing for undefinedms
[211.991] I: Pausing for undefinedms
[211.992] I: Pausing for undefinedms
[211.993] I: Pausing for undefinedms
[211.995] I: Pausing for undefinedms
[211.996] I: Pausing for undefinedms
[211.996] I: Pausing for undefinedms
[211.997] I: Pausing for undefinedms
[211.998] I: Pausing for undefinedms
[212] I: Pausing for undefinedms
[212.001] I: Pausing for undefinedms
[212.002] I: Pausing for undefinedms
[212.003] I: Pausing for undefinedms
[212.005] I: Pausing for undefinedms
[212.006] I: Pausing for undefinedms
[212.007] I: Pausing for undefinedms
[212.008] I: Pausing for undefinedms
[212.009] I: Pausing for undefinedms
[212.011] I: Pausing for undefinedms
[212.012] I: Pausing for undefinedms
[212.013] I: Pausing for undefinedms
[212.014] I: Pausing for undefinedms
[212.016] I: Pausing for undefinedms
[212.017] I: Pausing for undefinedms
[212.018] I: Pausing for undefinedms
[212.019] I: Pausing for undefinedms
[212.021] I: Pausing for undefinedms
[212.022] I: Pausing for undefinedms
[212.023] I: Pausing for undefinedms
[212.023] I: Pausing for undefinedms
[212.024] I: Pausing for undefinedms
[212.026] I: Pausing for undefinedms
[212.027] I: Pausing for undefinedms
[212.027] I: Pausing for undefinedms
[212.028] I: Pausing for undefinedms
[212.03] I: Pausing for undefinedms
[212.031] I: Pausing for undefinedms
[212.032] I: Pausing for undefinedms
[212.033] I: Pausing for undefinedms
[212.035] I: Pausing for undefinedms
[212.036] I: Pausing for undefinedms
[212.037] I: Pausing for undefinedms
[212.038] I: Pausing for undefinedms
[212.039] I: Pausing for undefinedms
[212.041] I: Pausing for undefinedms
[212.042] I: Pausing for undefinedms
[212.043] I: Pausing for undefinedms
[212.045] I: Pausing for undefinedms
[212.046] I: Pausing for undefinedms
[212.047] I: Pausing for undefinedms
[212.047] I: Pausing for undefinedms
[212.048] I: Pausing for undefinedms
[212.05] I: Pausing for undefinedms
[212.051] I: Pausing for undefinedms
[212.052] I: Pausing for undefinedms
[212.053] I: Pausing for undefinedms
[212.054] I: Pausing for undefinedms
[212.056] I: Pausing for undefinedms
[212.057] I: Pausing for undefinedms
[212.058] I: Pausing for undefinedms
[212.059] I: Pausing for undefinedms
[212.061] I: Pausing for undefinedms
[212.062] I: Pausing for undefinedms
[212.063] I: Pausing for undefinedms
[212.064] I: Pausing for undefinedms
[212.066] I: Pausing for undefinedms
[212.067] I: Pausing for undefinedms
[212.068] I: Pausing for undefinedms
[212.069] I: Pausing for undefinedms
[212.071] I: Pausing for undefinedms
[212.072] I: Pausing for undefinedms
[212.073] I: Pausing for undefinedms
[212.074] I: Pausing for undefinedms
[212.075] I: Pausing for undefinedms
[212.077] I: Pausing for undefinedms
[212.078] I: Pausing for undefinedms
[212.079] I: Pausing for undefinedms
[212.08] I: Pausing for undefinedms
[212.081] I: Pausing for undefinedms
[212.083] I: Pausing for undefinedms
[212.084] I: Pausing for undefinedms
[212.085] I: Pausing for undefinedms
[212.086] I: Pausing for undefinedms
[212.088] I: Pausing for undefinedms
[212.089] I: Pausing for undefinedms
[212.09] I: Pausing for undefinedms
[212.091] I: Pausing for undefinedms
[212.093] I: Pausing for undefinedms
[212.094] I: Pausing for undefinedms
[212.095] I: Pausing for undefinedms
[212.096] I: Pausing for undefinedms
[212.098] I: Pausing for undefinedms
[212.099] I: Pausing for undefinedms
[212.1] I: Pausing for undefinedms
[212.101] I: Pausing for undefinedms
[212.102] I: Pausing for undefinedms
[212.104] I: Pausing for undefinedms
[212.105] I: Pausing for undefinedms
[212.106] I: Pausing for undefinedms
[212.107] I: Pausing for undefinedms
[212.108] I: Pausing for undefinedms
[212.11] I: Pausing for undefinedms
[212.111] I: Pausing for undefinedms
[212.112] I: Pausing for undefinedms
[212.113] I: Pausing for undefinedms
[212.115] I: Pausing for undefinedms
[212.116] I: Pausing for undefinedms
[212.117] I: Pausing for undefinedms
[212.118] I: Pausing for undefinedms
[212.119] I: Pausing for undefinedms
[212.121] I: Pausing for undefinedms
[212.122] I: Pausing for undefinedms
[212.123] I: Pausing for undefinedms
[212.124] I: Pausing for undefinedms
[212.125] I: Pausing for undefinedms
[212.127] I: Pausing for undefinedms
[212.128] I: Pausing for undefinedms
[212.129] I: Pausing for undefinedms
[212.129] I: Pausing for undefinedms
[212.13] I: Pausing for undefinedms
[212.131] I: Pausing for undefinedms
[212.133] I: Pausing for undefinedms
[212.134] I: Pausing for undefinedms
[212.135] I: Pausing for undefinedms
[212.137] I: Pausing for undefinedms
[212.138] I: Pausing for undefinedms
[212.139] I: Pausing for undefinedms
[212.139] I: Pausing for undefinedms
[212.14] I: Pausing for undefinedms
[212.142] I: Pausing for undefinedms
[212.143] I: Pausing for undefinedms
[212.144] I: Pausing for undefinedms
[212.145] I: Pausing for undefinedms
[212.147] I: Pausing for undefinedms
[212.148] I: Pausing for undefinedms
[212.149] I: Pausing for undefinedms
[212.15] I: Pausing for undefinedms
[212.151] I: Pausing for undefinedms
[212.153] I: Pausing for undefinedms
[212.154] I: Pausing for undefinedms
[212.155] I: Pausing for undefinedms
[212.156] I: Pausing for undefinedms
[212.158] I: Pausing for undefinedms
[212.159] I: Pausing for undefinedms
[212.16] I: Pausing for undefinedms
[212.161] I: Pausing for undefinedms
[212.163] I: Pausing for undefinedms
[212.164] I: Pausing for undefinedms
[212.165] I: Pausing for undefinedms
[212.166] I: Pausing for undefinedms
[212.167] I: Pausing for undefinedms
[212.169] I: Pausing for undefinedms
[212.17] I: Pausing for undefinedms
[212.171] I: Pausing for undefinedms
[212.172] I: Pausing for undefinedms
[212.174] I: Pausing for undefinedms
[212.175] I: Pausing for undefinedms
[212.176] I: Pausing for undefinedms
[212.177] I: Pausing for undefinedms
[212.179] I: Pausing for undefinedms
[212.18] I: Pausing for undefinedms
[212.181] I: Pausing for undefinedms
[212.182] I: Pausing for undefinedms
[212.184] I: Pausing for undefinedms
[212.185] I: Pausing for undefinedms
[212.186] I: Pausing for undefinedms
[212.187] I: Pausing for undefinedms
[212.188] I: Pausing for undefinedms
[212.19] I: Pausing for undefinedms
[212.191] I: Pausing for undefinedms
[212.191] I: Pausing for undefinedms
[212.192] I: Pausing for undefinedms
[212.194] I: Pausing for undefinedms
[212.195] I: Pausing for undefinedms
[212.196] I: Pausing for undefinedms
[212.197] I: Pausing for undefinedms
[212.198] I: Pausing for undefinedms
[212.2] I: Pausing for undefinedms
[212.201] I: Pausing for undefinedms
[212.202] I: Pausing for undefinedms
[212.203] I: Pausing for undefinedms
[212.204] I: Pausing for undefinedms
[212.206] I: Pausing for undefinedms
[212.207] I: Pausing for undefinedms
[212.208] I: Pausing for undefinedms
[212.209] I: Pausing for undefinedms
[212.211] I: Pausing for undefinedms
[212.212] I: Pausing for undefinedms
[212.213] I: Pausing for undefinedms
[212.214] I: Pausing for undefinedms
[212.215] I: Pausing for undefinedms
[212.217] I: Pausing for undefinedms
[212.218] I: Pausing for undefinedms
[212.219] I: Pausing for undefinedms
[212.22] I: Pausing for undefinedms
[212.221] I: Pausing for undefinedms
[212.223] I: Pausing for undefinedms
[212.224] I: Pausing for undefinedms
[212.225] I: Pausing for undefinedms
[212.226] I: Pausing for undefinedms
[212.228] I: Pausing for undefinedms
[212.229] I: Pausing for undefinedms
[212.23] I: Pausing for undefinedms
[212.231] I: Pausing for undefinedms
[212.232] I: Pausing for undefinedms
[212.234] I: Pausing for undefinedms
[212.235] I: Pausing for undefinedms
[212.236] I: Pausing for undefinedms
[212.236] I: Pausing for undefinedms
[212.237] I: Pausing for undefinedms
[212.238] I: Pausing for undefinedms
[212.24] I: Pausing for undefinedms
[212.241] I: Pausing for undefinedms
[212.242] I: Pausing for undefinedms
[212.243] I: Pausing for undefinedms
[212.245] I: Pausing for undefinedms
[212.246] I: Pausing for undefinedms
[212.247] I: Pausing for undefinedms
[212.248] I: Pausing for undefinedms
[212.249] I: Pausing for undefinedms
[212.251] I: Pausing for undefinedms
[212.252] I: Pausing for undefinedms
[212.253] I: Pausing for undefinedms
[212.254] I: Pausing for undefinedms
[212.256] I: Pausing for undefinedms
[212.257] I: Pausing for undefinedms
[212.258] I: Pausing for undefinedms
[212.259] I: Pausing for undefinedms
[212.261] I: Pausing for undefinedms
[212.262] I: Pausing for undefinedms
[212.263] I: Pausing for undefinedms
[212.265] I: Pausing for undefinedms
[212.266] I: Pausing for undefinedms
[212.267] I: Pausing for undefinedms
[212.268] I: Pausing for undefinedms
[212.269] I: Pausing for undefinedms
[212.271] I: Pausing for undefinedms
[212.272] I: Pausing for undefinedms
[212.273] I: Pausing for undefinedms
[212.277] I: Pausing for undefinedms
[212.278] I: Pausing for undefinedms
[212.28] I: Pausing for undefinedms
[212.281] I: Pausing for undefinedms
[212.282] I: Pausing for undefinedms
[212.283] I: Pausing for undefinedms
[212.284] I: Pausing for undefinedms
[212.286] I: Pausing for undefinedms
[212.287] I: Pausing for undefinedms
[212.288] I: Pausing for undefinedms
[212.289] I: Pausing for undefinedms
[212.29] I: Pausing for undefinedms
[212.292] I: Pausing for undefinedms
[212.293] I: Pausing for undefinedms
[212.294] I: Pausing for undefinedms
[212.296] I: Pausing for undefinedms
[212.297] I: Pausing for undefinedms
[212.298] I: Pausing for undefinedms
[212.299] I: Pausing for undefinedms
[212.3] I: Pausing for undefinedms
[212.302] I: Pausing for undefinedms
[212.303] I: Pausing for undefinedms
[212.304] I: Pausing for undefinedms
[212.305] I: Pausing for undefinedms
[212.306] I: Pausing for undefinedms
[212.308] I: Pausing for undefinedms
[212.309] I: Pausing for undefinedms
[212.31] I: Pausing for undefinedms
[212.312] I: Pausing for undefinedms
[212.313] I: Pausing for undefinedms
[212.314] I: Pausing for undefinedms
[212.315] I: Pausing for undefinedms
[212.316] I: Pausing for undefinedms
[212.318] I: Pausing for undefinedms
[212.319] I: Pausing for undefinedms
[212.32] I: Pausing for undefinedms
[212.321] I: Pausing for undefinedms
[212.322] I: Pausing for undefinedms
[212.324] I: Pausing for undefinedms
[212.325] I: Pausing for undefinedms
[212.326] I: Pausing for undefinedms
[212.327] I: Pausing for undefinedms
[212.329] I: Pausing for undefinedms
[212.33] I: Pausing for undefinedms
[212.331] I: Pausing for undefinedms
[212.332] I: Pausing for undefinedms
[212.334] I: Pausing for undefinedms
[212.335] I: Pausing for undefinedms
[212.336] I: Pausing for undefinedms
[212.337] I: Pausing for undefinedms
[212.338] I: Pausing for undefinedms
[212.34] I: Pausing for undefinedms
[212.341] I: Pausing for undefinedms
[212.342] I: Pausing for undefinedms
[212.343] I: Pausing for undefinedms
[212.345] I: Pausing for undefinedms
[212.346] I: Pausing for undefinedms
[212.347] I: Pausing for undefinedms
[212.349] I: Pausing for undefinedms
[212.35] I: Pausing for undefinedms
[212.351] I: Pausing for undefinedms
[212.352] I: Pausing for undefinedms
[212.353] I: Pausing for undefinedms
[212.355] I: Pausing for undefinedms
[212.356] I: Pausing for undefinedms
[212.357] I: Pausing for undefinedms
[212.358] I: Pausing for undefinedms
[212.36] I: Pausing for undefinedms
[212.361] I: Pausing for undefinedms
[212.362] I: Pausing for undefinedms
[212.363] I: Pausing for undefinedms
[212.365] I: Pausing for undefinedms
[212.366] I: Pausing for undefinedms
[212.367] I: Pausing for undefinedms
[212.368] I: Pausing for undefinedms
[212.369] I: Pausing for undefinedms
[212.371] I: Pausing for undefinedms
[212.372] I: Pausing for undefinedms
[212.373] I: Pausing for undefinedms
[212.374] I: Pausing for undefinedms
[212.376] I: Pausing for undefinedms
[212.377] I: Pausing for undefinedms
[212.379] I: Pausing for undefinedms
[212.38] I: Pausing for undefinedms
[212.381] I: Pausing for undefinedms
[212.382] I: Pausing for undefinedms
[212.383] I: Pausing for undefinedms
[212.385] I: Pausing for undefinedms
[212.386] I: Pausing for undefinedms
[212.387] I: Pausing for undefinedms
[212.388] I: Pausing for undefinedms
[212.39] I: Pausing for undefinedms
[212.391] I: Pausing for undefinedms
[212.392] I: Pausing for undefinedms
[212.393] I: Pausing for undefinedms
[212.395] I: Pausing for undefinedms
[212.396] I: Pausing for undefinedms
[212.397] I: Pausing for undefinedms
[212.398] I: Pausing for undefinedms
[212.4] I: Pausing for undefinedms
[212.401] I: Pausing for undefinedms
[212.402] I: Pausing for undefinedms
[212.403] I: Pausing for undefinedms
[212.404] I: Pausing for undefinedms
[212.406] I: Pausing for undefinedms
[212.407] I: Pausing for undefinedms
[212.408] I: Pausing for undefinedms
[212.409] I: Pausing for undefinedms
[212.411] I: Pausing for undefinedms
[212.412] I: Pausing for undefinedms
[212.413] I: Pausing for undefinedms
[212.415] I: Pausing for undefinedms
[212.416] I: Pausing for undefinedms
[212.417] I: Pausing for undefinedms
[212.418] I: Pausing for undefinedms
[212.419] I: Pausing for undefinedms
[212.421] I: Pausing for undefinedms
[212.422] I: Pausing for undefinedms
[212.423] I: Pausing for undefinedms
[212.424] I: Pausing for undefinedms
[212.426] I: Pausing for undefinedms
[212.427] I: Pausing for undefinedms
[212.428] I: Pausing for undefinedms
[212.43] I: Pausing for undefinedms
[212.431] I: Pausing for undefinedms
[212.432] I: Pausing for undefinedms
[212.433] I: Pausing for undefinedms
[212.435] I: Pausing for undefinedms
[212.436] I: Pausing for undefinedms
[212.437] I: Pausing for undefinedms
[212.438] I: Pausing for undefinedms
[212.439] I: Pausing for undefinedms
[212.441] I: Pausing for undefinedms
[212.442] I: Pausing for undefinedms
[212.443] I: Pausing for undefinedms
[212.444] I: Pausing for undefinedms
[212.446] I: Pausing for undefinedms
[212.447] I: Pausing for undefinedms
[212.448] I: Pausing for undefinedms
[212.449] I: Pausing for undefinedms
[212.45] I: Pausing for undefinedms
[212.452] I: Pausing for undefinedms
[212.453] I: Pausing for undefinedms
[212.454] I: Pausing for undefinedms
[212.455] I: Pausing for undefinedms
[212.456] I: Pausing for undefinedms
[212.458] I: Pausing for undefinedms
[212.459] I: Pausing for undefinedms
[212.461] I: Pausing for undefinedms
[212.462] I: Pausing for undefinedms
[212.462] I: Pausing for undefinedms
[212.463] I: Pausing for undefinedms
[212.464] I: Pausing for undefinedms
[212.466] I: Pausing for undefinedms
[212.467] I: Pausing for undefinedms
[212.468] I: Pausing for undefinedms
[212.468] I: Pausing for undefinedms
[212.469] I: Pausing for undefinedms
[212.471] I: Pausing for undefinedms
[212.472] I: Pausing for undefinedms
[212.473] I: Pausing for undefinedms
[212.474] I: Pausing for undefinedms
[212.476] I: Pausing for undefinedms
[212.477] I: Pausing for undefinedms
[212.478] I: Pausing for undefinedms
[212.479] I: Pausing for undefinedms
[212.48] I: Pausing for undefinedms
[212.482] I: Pausing for undefinedms
[212.483] I: Pausing for undefinedms
[212.484] I: Pausing for undefinedms
[212.484] I: Pausing for undefinedms
[212.485] I: Pausing for undefinedms
[212.487] I: Pausing for undefinedms
[212.488] I: Pausing for undefinedms
[212.489] I: Pausing for undefinedms
[212.49] I: Pausing for undefinedms
[212.491] I: Pausing for undefinedms
[212.493] I: Pausing for undefinedms
[212.494] I: Pausing for undefinedms
[212.495] I: Pausing for undefinedms
[212.496] I: Pausing for undefinedms
[212.498] I: Pausing for undefinedms
[212.499] I: Pausing for undefinedms
[212.5] I: Pausing for undefinedms
[212.501] I: Pausing for undefinedms
[212.502] I: Pausing for undefinedms
[212.504] I: Pausing for undefinedms
[212.505] I: Pausing for undefinedms
[212.506] I: Pausing for undefinedms
[212.507] I: Pausing for undefinedms
[212.509] I: Pausing for undefinedms
[212.51] I: Pausing for undefinedms
[212.511] I: Pausing for undefinedms
[212.512] I: Pausing for undefinedms
[212.514] I: Pausing for undefinedms
[212.515] I: Pausing for undefinedms
[212.516] I: Pausing for undefinedms
[212.517] I: Pausing for undefinedms
[212.518] I: Pausing for undefinedms
[212.52] I: Pausing for undefinedms
[212.521] I: Pausing for undefinedms
[212.522] I: Pausing for undefinedms
[212.523] I: Pausing for undefinedms
[212.525] I: Pausing for undefinedms
[212.526] I: Pausing for undefinedms
[212.527] I: Pausing for undefinedms
[212.528] I: Pausing for undefinedms
[212.529] I: Pausing for undefinedms
[212.53] I: Pausing for undefinedms
[212.532] I: Pausing for undefinedms
[212.533] I: Pausing for undefinedms
[212.534] I: Pausing for undefinedms
[212.535] I: Pausing for undefinedms
[212.536] I: Pausing for undefinedms
[212.538] I: Pausing for undefinedms
[212.539] I: Pausing for undefinedms
[212.54] I: Pausing for undefinedms
[212.541] I: Pausing for undefinedms
[212.542] I: Pausing for undefinedms
[212.543] I: Pausing for undefinedms
[212.545] I: Pausing for undefinedms
[212.546] I: Pausing for undefinedms
[212.547] I: Pausing for undefinedms
[212.548] I: Pausing for undefinedms
[212.55] I: Pausing for undefinedms
[212.551] I: Pausing for undefinedms
[212.552] I: Pausing for undefinedms
[212.553] I: Pausing for undefinedms
[212.554] I: Pausing for undefinedms
[212.555] I: Pausing for undefinedms
[212.557] I: Pausing for undefinedms
[212.558] I: Pausing for undefinedms
[212.559] I: Pausing for undefinedms
[212.56] I: Pausing for undefinedms
[212.561] I: Pausing for undefinedms
[212.563] I: Pausing for undefinedms
[212.564] I: Pausing for undefinedms
[212.565] I: Pausing for undefinedms
[212.566] I: Pausing for undefinedms
[212.567] I: Pausing for undefinedms
[212.569] I: Pausing for undefinedms
[212.57] I: Pausing for undefinedms
[212.571] I: Pausing for undefinedms
[212.572] I: Pausing for undefinedms
[212.574] I: Pausing for undefinedms
[212.575] I: Pausing for undefinedms
[212.576] I: Pausing for undefinedms
[212.576] I: Pausing for undefinedms
[212.577] I: Pausing for undefinedms
[212.579] I: Pausing for undefinedms
[212.58] I: Pausing for undefinedms
[212.581] I: Pausing for undefinedms
[212.582] I: Pausing for undefinedms
[212.583] I: Pausing for undefinedms
[212.585] I: Pausing for undefinedms
[212.586] I: Pausing for undefinedms
[212.587] I: Pausing for undefinedms
[212.587] I: Pausing for undefinedms
[212.588] I: Pausing for undefinedms
[212.589] I: Pausing for undefinedms
[212.591] I: Pausing for undefinedms
[212.592] I: Pausing for undefinedms
[212.593] I: Pausing for undefinedms
[212.594] I: Pausing for undefinedms
[212.595] I: Pausing for undefinedms
[212.597] I: Pausing for undefinedms
[212.598] I: Pausing for undefinedms
[212.599] I: Pausing for undefinedms
[212.6] I: Pausing for undefinedms
[212.602] I: Pausing for undefinedms
[212.603] I: Pausing for undefinedms
[212.604] I: Pausing for undefinedms
[212.606] I: Pausing for undefinedms
[212.607] I: Pausing for undefinedms
[212.608] I: Pausing for undefinedms
[212.609] I: Pausing for undefinedms
[212.611] I: Pausing for undefinedms
[212.612] I: Pausing for undefinedms
[212.613] I: Pausing for undefinedms
[212.614] I: Pausing for undefinedms
[212.615] I: Pausing for undefinedms
[212.617] I: Pausing for undefinedms
[212.618] I: Pausing for undefinedms
[212.619] I: Pausing for undefinedms
[212.62] I: Pausing for undefinedms
[212.622] I: Pausing for undefinedms
[212.623] I: Pausing for undefinedms
[212.624] I: Pausing for undefinedms
[212.625] I: Pausing for undefinedms
[212.627] I: Pausing for undefinedms
[212.628] I: Pausing for undefinedms
[212.629] I: Pausing for undefinedms
[212.63] I: Pausing for undefinedms
[212.631] I: Pausing for undefinedms
[212.633] I: Pausing for undefinedms
[212.634] I: Pausing for undefinedms
[212.635] I: Pausing for undefinedms
[212.636] I: Pausing for undefinedms
[212.638] I: Pausing for undefinedms
[212.639] I: Pausing for undefinedms
[212.64] I: Pausing for undefinedms
[212.64] I: Pausing for undefinedms
[212.641] I: Pausing for undefinedms
[212.643] I: Pausing for undefinedms
[212.644] I: Pausing for undefinedms
[212.645] I: Pausing for undefinedms
[212.646] I: Pausing for undefinedms
[212.648] I: Pausing for undefinedms
[212.649] I: Pausing for undefinedms
[212.65] I: Pausing for undefinedms
[212.651] I: Pausing for undefinedms
[212.653] I: Pausing for undefinedms
[212.654] I: Pausing for undefinedms
[212.655] I: Pausing for undefinedms
[212.656] I: Pausing for undefinedms
[212.658] I: Pausing for undefinedms
[212.659] I: Pausing for undefinedms
[212.66] I: Pausing for undefinedms
[212.661] I: Pausing for undefinedms
[212.662] I: Pausing for undefinedms
[212.664] I: Pausing for undefinedms
[212.665] I: Pausing for undefinedms
[212.666] I: Pausing for undefinedms
[212.667] I: Pausing for undefinedms
[212.668] I: Pausing for undefinedms
[212.67] I: Pausing for undefinedms
[212.671] I: Pausing for undefinedms
[212.672] I: Pausing for undefinedms
[212.673] I: Pausing for undefinedms
[212.675] I: Pausing for undefinedms
[212.676] I: Pausing for undefinedms
[212.677] I: Pausing for undefinedms
[212.678] I: Pausing for undefinedms
[212.68] I: Pausing for undefinedms
[212.681] I: Pausing for undefinedms
[212.682] I: Pausing for undefinedms
[212.682] I: Pausing for undefinedms
[212.683] I: Pausing for undefinedms
[212.685] I: Pausing for undefinedms
[212.686] I: Pausing for undefinedms
[212.687] I: Pausing for undefinedms
[212.687] I: Pausing for undefinedms
[212.688] I: Pausing for undefinedms
[212.689] I: Pausing for undefinedms
[212.691] I: Pausing for undefinedms
[212.692] I: Pausing for undefinedms
[212.693] I: Pausing for undefinedms
[212.694] I: Pausing for undefinedms
[212.696] I: Pausing for undefinedms
[212.697] I: Pausing for undefinedms
[212.698] I: Pausing for undefinedms
[212.699] I: Pausing for undefinedms
[212.701] I: Pausing for undefinedms
[212.702] I: Pausing for undefinedms
[212.703] I: Pausing for undefinedms
[212.704] I: Pausing for undefinedms
[212.705] I: Pausing for undefinedms
[212.707] I: Pausing for undefinedms
[212.708] I: Pausing for undefinedms
[212.709] I: Pausing for undefinedms
[212.71] I: Pausing for undefinedms
[212.711] I: Pausing for undefinedms
[212.713] I: Pausing for undefinedms
[212.714] I: Pausing for undefinedms
[212.715] I: Pausing for undefinedms
[212.716] I: Pausing for undefinedms
[212.718] I: Pausing for undefinedms
[212.719] I: Pausing for undefinedms
[212.72] I: Pausing for undefinedms
[212.721] I: Pausing for undefinedms
[212.723] I: Pausing for undefinedms
[212.724] I: Pausing for undefinedms
[212.725] I: Pausing for undefinedms
[212.726] I: Pausing for undefinedms
[212.727] I: Pausing for undefinedms
[212.729] I: Pausing for undefinedms
[212.73] I: Pausing for undefinedms
[212.731] I: Pausing for undefinedms
[212.731] I: Pausing for undefinedms
[212.732] I: Pausing for undefinedms
[212.733] I: Pausing for undefinedms
[212.735] I: Pausing for undefinedms
[212.736] I: Pausing for undefinedms
[212.737] I: Pausing for undefinedms
[212.737] I: Pausing for undefinedms
[212.738] I: Pausing for undefinedms
[212.739] I: Pausing for undefinedms
[212.741] I: Pausing for undefinedms
[212.742] I: Pausing for undefinedms
[212.743] I: Pausing for undefinedms
[212.744] I: Pausing for undefinedms
[212.746] I: Pausing for undefinedms
[212.747] I: Pausing for undefinedms
[212.748] I: Pausing for undefinedms
[212.749] I: Pausing for undefinedms
[212.751] I: Pausing for undefinedms
[212.752] I: Pausing for undefinedms
[212.753] I: Pausing for undefinedms
[212.754] I: Pausing for undefinedms
[212.755] I: Pausing for undefinedms
[212.757] I: Pausing for undefinedms
[212.758] I: Pausing for undefinedms
[212.759] I: Pausing for undefinedms
[212.76] I: Pausing for undefinedms
[212.762] I: Pausing for undefinedms
[212.763] I: Pausing for undefinedms
[212.764] I: Pausing for undefinedms
[212.765] I: Pausing for undefinedms
[212.766] I: Pausing for undefinedms
[212.768] I: Pausing for undefinedms
[212.769] I: Pausing for undefinedms
[212.77] I: Pausing for undefinedms
[212.77] I: Pausing for undefinedms
[212.771] I: Pausing for undefinedms
[212.773] I: Pausing for undefinedms
[212.774] I: Pausing for undefinedms
[212.775] I: Pausing for undefinedms
[212.776] I: Pausing for undefinedms
[212.777] I: Pausing for undefinedms
[212.779] I: Pausing for undefinedms
[212.78] I: Pausing for undefinedms
[212.781] I: Pausing for undefinedms
[212.782] I: Pausing for undefinedms
[212.783] I: Pausing for undefinedms
[212.785] I: Pausing for undefinedms
[212.786] I: Pausing for undefinedms
[212.787] I: Pausing for undefinedms
[212.788] I: Pausing for undefinedms
[212.789] I: Pausing for undefinedms
[212.791] I: Pausing for undefinedms
[212.792] I: Pausing for undefinedms
[212.793] I: Pausing for undefinedms
[212.794] I: Pausing for undefinedms
[212.796] I: Pausing for undefinedms
[212.797] I: Pausing for undefinedms
[212.798] I: Pausing for undefinedms
